0,Fecha,Hora,Usuario,Nota Técnica
4671,10/28/2022,11:48:46,lolo,"el problema es la batería que no toma carga pero llega a prender la compu su batería es génerica. Presupuestar cambio de batería $33.000 el repuesto está $11.000. Su disco es un hdd y tiene solamente 4gb de ram se puede cambiar el disco por un sdd y aumentar la ram a 8gb o más para que quede flama Cambio de disco ssd 240gb $15.000 sdd 480gb $24.000 ram 10gb $21.000 ram 6gb $9.000 ram 8gb $18.000"
4671,10/28/2022,11:49:52,lolo,"el parlante funciona bien únicamente cuado suena el inicio se escucha feo pero debería de solucionarse por el resto de las cosas"
4671,11/1/2022,12:59:19,Jeibito,PERANSDO RTA
4671,11/2/2022,12:20:8,Jeibito,TENEMOS UNA SITUACION QUE NECESITO EXPLICAR EN PERSONA
4671,11/2/2022,12:20:23,Jeibito,ES MUCHO PARA ESCRIBIR XD
4671,11/2/2022,12:20:47,Jeibito,AVISAME CUANTO TENGAS DOS MINS Y TE CUENTO :)
4671,11/2/2022,12:23:6,nico,"subi que queres que te llame??"
4671,11/2/2022,12:56:17,Jeibito,AHI VOUY
4671,11/3/2022,10:30:58,lolo,"nos vemmos en wpp salu2"
4671,11/3/2022,11:21:34,Jeibito,PERANDO RTA
4671,11/4/2022,12:11:19,Jeibito,YYYY?? NO ME DISTE MAS BOLA EN WHATSAPP
4671,11/4/2022,14:29:14,lolo,"yo creo que necesita una compu mejor para todo el uso que le va a dar After effects se le va a quedar corto con solamente 8gb de ram necesitaría 16gb. Es una buena máquina para estudiante no para un uso más profesional"
4671,11/4/2022,15:31:12,Jeibito,"QUIERE EL ADOBE 2019 CRACKEADO...SI ES POSIBLE ACEPTA LA REPARACION"
4671,11/4/2022,15:32:23,Jeibito,"BATERIA 33K SSD 240GB 15K RAM 10GB 21K"
4671,11/4/2022,15:32:37,Jeibito,"SI LE CRACKEAMOS EL ADOBE CONFIRMADO"
4671,11/24/2022,18:53:28,ENTREGAR,"Me pueden decir QUE PASA con esa computadora... el cliente para variar está enojado"
4671,11/25/2022,12:23:19,lolo,"jajajajaja ""para variar"". Perdón bebi te comento: La compu cuando vino la revisamos y con otra batería no se nos reinició por unas horas así que le pasamos el presupuesto pero cuando estaba aceptado el presupuesto cambiamos todo y se nos reinició según la investigación que realizamos el problema estaba en un capacitor que viene mal de fabrica en varias computadora ya que tiene menor capacitancia que la que se necesita para funcionar la gráfica entonces pedimos el repuesto y llego esta semana"
4671,11/25/2022,12:24:39,lolo,"se lo cambiamos pero se sigue reiniciando el problema se encuentra en el circuito de la GPU normalmente está el problema en el capacitor pero parece no ser el caso si quiere puede dejarla y que sigamos probando o volvemos toda la reparación para atras y se la dejamos como vino todo esto decilo con voz de pobrecita lo más amoroso posible te mando un abrazo y suerte en esta aventura"
4671,11/25/2022,17:5:37,ENTREGAR,Confirma la ETERNA ESPERA
4671,1/3/2023,15:13:49,Jeibito,"GENTE NECESITO RESPUESTA SABEMOS ALGO???"
4690,10/31/2022,12:48:6,lolo,asignar cuando lleguen
4690,10/31/2022,16:2:21,lolo,"prespuestar $60.000 cambio de apple watch completo en ML se consigue por 40k tanto el apple watch como el display. la pantalla tiene mal imagen. Sale con batería medio medio porque son usados"
4690,11/2/2022,10:56:28,Marce Scana,"no saleee sirve algun repuesto?"
4690,11/2/2022,11:9:11,nico,sino te lo regala no sirve nada
4690,11/2/2022,11:13:43,Marce Scana,cerrrar
4690,11/2/2022,11:28:10,lolo,ya está para devolver
4690,11/2/2022,11:29:37,lolo,"capaz funciona la placa por las dudas para empezar a tener repuestos de apple watch sirve"
4690,11/2/2022,11:29:48,lolo,intenta conseguirlo
4692,10/31/2022,12:48:24,lolo,asignar cuando llegue
4692,11/1/2022,9:40:29,nico,"presupuestar ic de carga y cambio de bateria q esa muy hinchada puede tener mas cosas no prende"
4692,11/11/2022,11:45:43,Marce Scana,no sle
4692,11/11/2022,12:44:20,lolo,ya se cerró
4692,11/11/2022,12:44:33,lolo,entregar
4693,10/31/2022,12:20:42,lolo,"tiene las teclas gastadas y la batería funciona bien pero tiene 600 ciclos de carga. Ahí preguntammos a Fernando si tiene repuesto de teclado y de batería. Las teclas solas en ML $3000 batería en ML $34.000 teclado en ML $40.000"
4693,10/31/2022,12:20:52,lolo,todo el resto de cosas funcionan bien
4693,10/31/2022,12:30:49,lolo,"batería Fer $22.000 teclado Fer $14.000"
4693,10/31/2022,12:31:23,lolo,"cuchame juan bautista averiguame cual es la tecla que se le queda clavada que me dijo el jefe a ver si es mugre o mo"
4693,10/31/2022,16:46:19,Jeibito,la N anda mal
4693,11/1/2022,11:9:45,lolo,"Averiguar si se puede hacer cambio de topcase sino presupuestar $30.000 de cambio de teclado y $50.000 de cambio de batería"
4693,11/1/2022,12:13:50,nico,65 CAMBIO DE TECLADO Y BATE CON NOSOTROS Y 75 A TRAVES DE APPLE REEMPLAZO DE TOPCASE COMPLETO
4693,11/1/2022,14:39:12,Jeibito,CONFIRMADO TOPCASE 75K
4693,11/1/2022,14:44:27,Jeibito,DICE QUE NO TIENE APPLE ID LOGUEADO
4693,11/3/2022,14:1:36,lolo,llevar a apple para cambio de placa
4693,11/11/2022,18:39:41,Jeibito,"se le cambió la placa pero quedo como si nunca se hubiese hecho nada solo se lo actualizó a el ultimo ios que se llama ""ventura"" creo."
4693,11/15/2022,9:2:57,lolo,preguntar al jefe si quiere hacer cambio de teclado y batería o la devolvemos así
4693,11/15/2022,17:50:25,Señor Rafa,Como está la charla con el cliente? Yo le haría lo que haga falta para ganar plata. Presupuesta fuerte el teclado y la bateria.
4693,11/16/2022,15:8:7,Jeibito,SE PRESUPUESTÓ 65K ESTÁ BIEN?
4693,11/18/2022,11:44:45,Jeibito,Confirmado cambio de teclado y bateria a 65k
4693,11/24/2022,12:13:0,Señor Rafa,Preguntar si se puede cambiar el idioma del teclado de Inglés a Español
4693,11/24/2022,12:56:31,ENTREGAR,esperando respuesta
4693,11/24/2022,13:46:57,ENTREGAR,DALE PARA DELANTE CON EL TECLADO EN ESPAñOL.
4693,11/30/2022,12:4:58,lolo,"ya está hecho el cambio de batería y teclado funcnioan todo. Por favor que se vaya y que no vuelva"
4693,11/30/2022,12:9:7,lolo,avisar que la vamos a usar hasta el viernes a ver si se muere
4693,11/30/2022,12:16:13,ENTREGAR,avisado!
4693,11/30/2022,12:26:28,ENTREGAR,"pruebenla a fondo no hay problema"
4693,12/5/2022,13:20:35,lolo,"ya está todo perfecto que se la lleve"
4695,10/31/2022,9:23:59,lolo,"hay que restaurarlo tiene todas las piezas genéricas"
4695,10/31/2022,10:28:43,Jeibito,perando rta
4695,10/31/2022,12:4:25,Jeibito,restauramew bb
4695,11/1/2022,14:33:33,nico,"no hizo falta restaurarlo no le funciona el boton lo tiene cortado primero lo vimos fallar hacia como q prendia y nada con otro bateria funciona ok presupuestar cambio de bate"
4695,11/1/2022,14:36:33,nico,"para mi vuelve en 3 dias pero lorenzo dice q es cambio de bate suerteeeeeeee"
4695,11/1/2022,14:46:6,Jeibito,PROBAME UN DIA ENTERO CON BATE NUEVA
4695,11/2/2022,10:24:28,nico,"soy ricky la probé con otra bate y se puso en Loop de vuelta"
4695,11/2/2022,10:51:54,nico,"Soy ricky lo deje desarmado para otro xq no se que puede estar poniendolo en loop probe con otra bate con otro pin de carga y acomodando el swi y nada"
4695,11/3/2022,12:49:40,nico,"se le hizo una microsoldadura en la nand porq no sabiamos q tenia y teniamos q chequear eso ahora funciona dice agus q presupuestes 35k pero tiene q aceptar si o si porq ya se hizo"
4695,11/3/2022,12:50:29,nico,no pierde la info
4695,11/3/2022,15:49:49,Jeibito,PERANDO RTA
4695,11/4/2022,13:45:40,Jeibito,CONFIRMADO
4695,11/7/2022,10:50:17,nico,ya esta cerrado
4695,11/7/2022,17:57:48,Jeibito,"NO ANDA EL BOTON HOME ANTES FUNCIONABA"
4695,11/8/2022,12:14:8,lolo,"tiene el botón cortado a la mitad no es un problema nuestro. Mostrar el video que se grabó"
4695,11/8/2022,15:40:21,nico,"le corrimos unas pruebas al equipo y hace 3 meses que no se usa es absolutamente imposible q nosotros le hayamos cortado el boton preguntar de vuelta si fue a otro servicio tecnico porq nosotros no se lo rompimos"
4695,11/8/2022,15:40:44,nico,el telefono es totalmente generico
4695,11/11/2022,9:37:12,Jeibito,"LE OFRECÍ BOTON MECANICO PERANDO RTA"
4695,11/28/2022,12:40:25,nico,se sabe algo de este buen hombre?
4695,11/28/2022,13:13:44,ENTREGAR,Este creo que era uno que habían estado hablando con juamba.
4695,11/28/2022,13:15:2,ENTREGAR,El tipo lo iba a rreglar pero dice que lo del boton es nuestro problema. juamba lo dejo hablando solo desde el 11 de nov. Tengo que ver como remontar conversacion con este buen hombre.
4695,11/28/2022,15:13:32,nico,"hablar con el jefe haber si nos hacemos los giles hasta q vuelva a hablar si le regalamos un boton mecanico o que hacemos"
4695,11/28/2022,15:14:2,nico,personalmente creo q lo mejor oes hacernos los giles y quedarnos con el telefono jejejjeje
4715,11/2/2022,12:45:16,lolo,"no se le puede probar nada porque su pantalla no tiene tactil presupuestar $38.000 cambio de vidrio de tactil"
4715,11/2/2022,12:45:26,lolo,con su batería prendió
4715,11/8/2022,13:39:16,Marce Scana,"no sale me lo llevo"
4715,11/8/2022,14:49:43,lolo,mic
4717,11/2/2022,12:36:7,lolo,no se si le van a dar garan´tia de pantalla a este o cobrarle de vuelta
4717,11/3/2022,13:10:15,Señor Rafa,No tiene garantía. Presupuestar cambio de pantalla $135mil o cambio de cristal nuevamente $80mil (entran repuestos en 2 semanas)
4717,11/3/2022,15:8:59,Jeibito,PERANDO RTA
4717,1/6/2023,12:43:7,lolo,"pasarle $45.000 de costo que se compró una macbook para la pantalla avisar al cliente"
4717,1/6/2023,14:18:49,Jeibito,PERANDO RTA
4717,1/9/2023,11:22:45,Jeibito,CONFIRMADO 45K AL COSTO
4717,1/9/2023,15:4:9,lolo,tupqsept
4717,1/9/2023,15:28:24,lolo,"el equipo tiene 639 ciclos de carga la cámara ok microfono ok teclado ok parlantes ok todo ok ya lo cerré(ricky)"
4718,11/2/2022,9:9:59,nico,"probamos con otra panta y si da imagen pedir contraseña para probar si no tiene nada mas."
4718,11/2/2022,9:51:0,Jeibito,PERANDO RTA
4726,11/3/2022,10:47:39,nico,"el celular no prendía con su bateria ni con su pin de carga le puse otra panta otra bate y otro pin de carga y prendió la contraseña estaba mal y se bloqueó el celular pasar bien la contraseña vamos a intentar actualizarlo para que no pierda la info pero no aseguramos nada avisar al cliente que puede perder la info"
4726,11/3/2022,10:50:26,nico,esta muy manoseado
4726,11/4/2022,13:54:28,Marce Scana,1397
4726,11/7/2022,11:51:4,nico,"se me borro un comentario q decia???"
4726,11/8/2022,12:5:7,lolo,"no se puede recuperar los datos hay que restaurarlo avisar al cliente"
4726,11/23/2022,15:50:31,Marce Scana,"ok para reparar cambio de pin de carga bateria"
4726,11/23/2022,15:57:41,Marce Scana,y cambio de pantalla de vidrio cambiado
4726,11/24/2022,11:12:11,lolo,"se restauró bien estoy iniciando el celu y necesito el apple id y la contraseña para iniciar y probar el resto(soy ricky)"
4726,12/5/2022,14:25:9,Soldier,apurar al cliente
4726,12/12/2022,11:55:52,Marce Scana,cerrar y a la mierd
4726,12/12/2022,12:35:42,lolo,ya lo cerré (ricky)
4726,12/21/2022,9:50:58,Soldier,Listo en obelisco para retirar.
4726,12/21/2022,18:57:0,Soldier,"la cliente vino pero al no poder ingresar con usuario y contraseña al apple ID. DESISTE de la reparación."
4731,11/4/2022,10:8:46,lolo,"tiene la tapa cortada y no carga así que no podemos prender si funciona algo asumimos que solo tiene cortado la parte trasera que es el equivalente al pin de carga de un iphone. Presupuestar $15.000 de cambio de carcasa completa tenemos una perfecta del mismo color original."
4733,11/3/2022,12:17:25,Jeibito,TULUKA NO TULUCA
4733,11/4/2022,14:31:30,lolo,"La pantalla de la mina está buena la placa no da imagen la batería está hinchada y no tiene disco. Presupuestarle todo por $70.000 sino lo quiere hacer intentar comprar barata porque su pantalla está buena todo el resto no sirve"
4733,11/4/2022,15:29:26,Jeibito,PERANDOP RTA
4733,11/4/2022,16:17:0,Jeibito,CONFIRMADO TODO POR 70K
4733,11/9/2022,12:33:5,lolo,"parece que tiene un problema en el cPU por eso no da imagen comprar una compu entera barata y ahí viene con todo sino comprar placa disco y batería"
4733,11/16/2022,10:11:23,lolo,early 2014
4733,11/18/2022,22:35:18,Señor Rafa,esta es la mac que el flaco quiere vendernos bebi?
4733,11/22/2022,10:46:37,ENTREGAR,"no #4839 es esa"
4733,11/23/2022,11:12:43,Señor Rafa,"No va a salir no podemos resolver el problema de la imagen. Si quiere se la podemos comprar para repuestos en 10/15mil pesos."
4733,11/23/2022,12:7:13,ENTREGAR,esperando respuesta
4733,11/23/2022,14:20:18,ENTREGAR,dice que se la lleva como esta! Cerrar.
4733,11/24/2022,15:7:12,lolo,sale sin conectar de la pantalla porque tenía rastro de humedad y se lo scamos cuando estabamos intentando arregalarla
4733,11/24/2022,15:52:41,nico,ya la cerré (ricky)
4749,11/8/2022,15:55:13,lolo,"con otra batería y ram prendió. Su batería parece que está en las últimas pero la ram se salva. Tiene el mismo conector de pantalla que la de Martin hay que probar que onda esa pantalla y nos sacamos esta 2 poronga"
4749,11/9/2022,11:45:41,lolo,"cuanto pagó la última vez? el problema es su batería la batería de estas cosas es re cara podemos intentar revivirla pero no es garantía"
4749,11/9/2022,11:46:4,lolo,decime cuanto pagó la última vez así me motivo e intento revivir la baterái
4749,11/9/2022,13:7:13,Marce Scana,"pago mucho dinero encendela que me la llevo"
4749,12/1/2022,11:20:42,lolo,"le hicimos micro para que tome la batería está en las últimas su bate pero sigue funcionando por ahora venir a buscarla rápida y entregarla decirle que intente que nunca se le quede sin abtería ni que la deje con poco porcentaje de batería"
4749,12/1/2022,11:20:48,lolo,"ya está okardo entregar"
4749,12/5/2022,13:34:31,Marce Scana,cuanto sale el cambio de bate sbes?
4749,12/5/2022,15:42:5,lolo,"mic investiga solo que soy el proveedor? No me hagas calentar todas las bates que probé de este modelo son una pija"
4749,12/5/2022,15:46:14,nico,El cambio de bateria tiene un costo de $46.000.- pasar al cliente
4751,11/7/2022,9:29:32,lolo,"tiene todo generico hay q restaurarlo puede tener mas cosas"
4751,11/7/2022,9:42:46,Jeibito,DICE QUE TIENE INFO IMPORTANTE...HAY OTRA MANERA?
4751,11/7/2022,10:8:43,nico,"podemos intentar actualizarlo pero avisarle q tambien puede llegar a perder la info asi"
4751,11/8/2022,12:6:41,Jeibito,"oki si no sale restaurar ya fue"
4751,11/8/2022,15:12:30,lolo,"tiene la batería hinchada microsoldadura por un problema en el audio la antena wifi está cortada. Presupuestar cambio de batería microsoldadura cambio de antena wifi. La pantalla está fea con la imagen mojada y pegamento abajo no se pudo conectar a wifi ni la señal. No actualizó y se tuvo que restaurar no sirve para nada este telefono"
4751,11/9/2022,11:19:49,Jeibito,perando rta
4767,11/8/2022,10:20:19,lolo,"no hace absolutamente nada tiene el ic de carga hecho no tiene consumo de apagdo no prende el ic de carga varia. Presupuestar $30.000 está imposible también averiguar el historial clinico"
4767,11/10/2022,11:25:48,Marce Scana,"no me hagas presupuestar si sabes que no va a salir avisame si tiene reparacion"
4767,11/10/2022,12:18:4,lolo,"al revés funciona No hay más mediciones que pueda hacer tendríamos que empezar a sacar integrados y revisar mi tiempo es dinero. Imaginate que lo hacemos y después no acepta el presupuesto? Lo pagas vos?. Si acepta el presupuesto vamos a hacer todo lo posible por hacer que salga funcionando"
4767,11/10/2022,12:19:6,lolo,"No nos vamos a quedar trabados perdiendo tiempo en una pija que no sabemos si va a traer plata salu2"
4767,11/10/2022,15:44:20,Marce Scana,"ok para reparar divertite"
4767,11/10/2022,15:55:24,nico,ya se lo dejamos desarmado al jefe
4767,11/11/2022,11:19:30,Señor Rafa,"Tiene un tornillazo es probable que ese sea el problema. Averiguar cómo fue que murió para ver si tiene sentido que pruebe reparar el tornillazo o lo devolvemos como esta."
4767,11/11/2022,11:34:10,Marce Scana,"se le apago y lo mando a un servicio por la zona de ella no sabe que le cambiaron pero que le hicieron un desastre"
4767,11/11/2022,12:51:14,Señor Rafa,no tiene solución. Probablemente tenga el problema original mas la cagada del tornillo. Siempre que das un equipo como irreparable hay que pasar lista de precios. de equipos usados y nuevos.
4767,11/11/2022,14:34:15,lolo,"no sale  cerrado"
4769,11/7/2022,12:33:13,nico,"Presupuestar cambio de bateria y limpieza total ya le limpie el pin de carga estaba muy tapado no cargaba casi"
4769,11/7/2022,12:33:31,nico,no tiene consumo
4769,11/8/2022,12:15:4,Jeibito,comfirmado 12k
4769,11/8/2022,13:18:51,nico,"ya esta hecha la lipieza conseguir bate"
4783,11/9/2022,18:40:37,Marce Scana,Queda al pendiente de la pantalla.
4789,11/9/2022,9:44:31,lolo,"pedir contraseña carga en 0A. No sabemos que puede tener"
4789,11/9/2022,10:15:28,Jeibito,pewrando rta
4789,11/9/2022,11:28:26,Jeibito,2729
4789,11/9/2022,12:24:6,lolo,"ya está hecho tenía un problema en el soft lo pudimos salvar con la información. Presupuestar $25.000 no pierde la garantía ni la info está para las 16hs"
4789,11/9/2022,12:41:54,Jeibito,PERANDO RTA
4795,11/9/2022,9:39:11,lolo,"le faltan lineas de tactil a la pantalla presupuestar cambio de vidrio touch/tactil"
4795,11/9/2022,9:39:49,lolo,todo el resto de cosas funcionan bien
4795,11/9/2022,10:18:0,Jeibito,no tengo el precio en la lista
4795,11/9/2022,10:34:22,lolo,"buena pobreza esa lista. Vale $10.000 el repuesto carardo. Presupuestar $30.000"
4795,11/9/2022,11:0:48,Jeibito,perando rta
4795,11/9/2022,11:23:28,Jeibito,confirmado 30k
4795,11/9/2022,12:13:11,lolo,se lo paso al jefe para que compre el repuesto
4795,11/11/2022,11:16:57,Señor Rafa,"Avisar que el modulo es generico que evidentemente ya fue cambiado y que la reparación sube de 30 a 40k por las dificultades que genera el repuesto alternativo."
4795,11/11/2022,11:35:9,Jeibito,PERANDO RTA
4795,11/11/2022,12:2:56,nico,confirmado 40k
4795,11/11/2022,12:15:52,lolo,"nah muy cheto. Sos bueno JB"
4795,11/11/2022,12:16:3,lolo,Comprar repuesto
4795,11/16/2022,14:29:19,lolo,"te comento la situación. El iPad era modulo y cuando se sacaba el vidrio se rompió el display por suerte teníamos uno y tiene ese ahora pero cada unas cuantas veces que se bloquea hay que apretar varias veces el botón para que prenda. No podemos hacer nada y no le digas al cliente que se nos rompió y se cambió el display entonces hay 2 opciones presupuestarle cambio de display o que la use así. Esa es la situación que hay que comentarle al cliente"
4795,11/18/2022,16:47:13,ENTREGAR,"Sean mas claros por favor. Que le digo al cliente?"
4795,11/22/2022,10:4:47,lolo,"el iPad funciona mal y no sabemos porque cuando se bloque la pantalla le cuesta volver a prender tenes que apretar varias veces el botón de home u on/off para que vuelva a prender la pantalla pero funciona todo el resto del iPad entonces necestiamos saber si le sirve usarla así o presupuestarle cambio de display que es el que tiene el problema no se le cobra el cambio de vidrio pero si la diferencia entre el precio que se le pasó y este"
4795,11/22/2022,10:42:20,ENTREGAR,Esperando respuesta!
4795,11/22/2022,12:39:22,ENTREGAR,Acepta cambio de Display $69.600 (más 15% por facturacion)
4795,11/22/2022,12:54:9,lolo,comprar display de ipad a1673
4795,12/5/2022,19:43:20,Señor Rafa,"El display se compró se reparó la placa. no se en qué quedó esto."
4795,12/13/2022,11:54:9,Jeibito,YA ESTÁ LISTO?????
4795,12/23/2022,14:40:46,Ricky,"el repuesto vino malo se suponia q llegaba antes de navidad pero con el tema de navidad se atraso todo el repuesto llega desp de la semana de vacaciones"
4795,12/23/2022,14:40:55,Ricky,avisar al cliente
4795,1/2/2023,9:22:53,Jeibito,perando repuesto
4797,11/15/2022,15:50:20,nico,"se puede intentar actualizar asi da un intento mas de poner la contraseña pero puede ser q pierda la info en el intento avisar al cliente"
4797,11/16/2022,13:25:26,Marce Scana,ok para intentar recuperar
4797,11/17/2022,11:34:47,nico,"no se puede actualizar hay q restaurarlo si o si"
4797,11/17/2022,14:43:11,Marce Scana,"no sale me lo llevo asi"
4797,11/17/2022,15:27:12,nico,"cerrado no sale"
4799,11/10/2022,12:53:12,lolo,"le puse otra bate cargada a 100 y estoy revisando si que tan apido se descarga no le funciona el boton? tiene el assistive touch ya puesto"
4799,11/10/2022,14:4:12,lolo,"el boton tenia el flex medio cortado y en el desarmado se cortó del todo el flex se puede salvar si se cambia el flex"
4799,11/11/2022,10:19:12,lolo,"Todas las baterías que tenemos son una mierda el botón no le funcionaba pero es únicamente cambio del flex. Decirle al cliente que le dejamos la batería que le cambiamos y le hacemos el cambio de flexible como reparación y que se vaya y no joda más."
4799,11/11/2022,12:0:27,lolo,"ya le cambié la batería si quiere que le arreglemos el botón que pague suertee"
4799,11/11/2022,12:0:44,lolo,lo probamos y dura bien la batería 10%/hs
4824,11/11/2022,15:22:27,lolo,"tiene 12gb de ram que se pueden actualizar hasta 16gb. Tiene un ssd de 480gb pero separados en 2 de 240gb no se porque la probé un toque y se trabó horrible. Parece buena la máquina puede ser que sea un problema en el disco. Avisar a Agus para que diga como avanzamos"
4824,11/14/2022,13:15:9,Señor Rafa,"hay que revisar qué es lo que hace que no funcione. Probablemente tenga muerto algun ssd o la memoria o algo. Pero con 12gb de ram tendria que volar."
4824,11/16/2022,10:46:5,lolo,"con un disco con high sierra funciona bien. Puede ser un problema con su disco o que hizo algo para aumentar el sistema operativo hasta Catalina aunque el máximo que te deja Apple de serie es High sierra podemos restaurar su disco o cambiarle el disco y ponerle solo hasta high sierra"
4824,11/18/2022,15:20:45,Señor Rafa,instalar windowsssssss
4824,11/22/2022,17:42:22,Señor Rafa,pass 2685
4832,11/14/2022,16:13:15,nico,"tiro 4013 pasar 45k"
4832,11/15/2022,10:50:36,Marce Scana,ok para reparar
4832,11/15/2022,10:51:58,lolo,"decile al soldier que tiene que abrirlo salu2"
4832,11/15/2022,11:42:47,Soldier,"abierta estamos restaurando con todo desenchufado"
4832,11/15/2022,11:52:4,Soldier,"no restauro saco placa y va para MS"
4832,11/16/2022,9:47:39,Señor Rafa,"El problema del equipo está en el microprocesador hay que resoldarlo. Podría llegar a salir perfecto o podría llegar a quedar en modo recovery o dfu o apagado. Es una reparación MUY compleja. Avisar por las dudas."
4832,11/17/2022,12:55:19,nico,no saleeeee
4832,11/17/2022,12:55:32,nico,suerteeeeee
4832,11/18/2022,12:19:51,Marce Scana,cerrar
4832,11/18/2022,13:36:55,lolo,ya está cerrado
4836,12/23/2022,13:47:21,Soldier,Equipo listo para retirar.
4845,11/14/2022,10:23:28,nico,"no puedo arreglar algo q no esta en la planta superior suerteeeeeeeeeeeeeeeee"
4845,11/14/2022,15:16:1,nico,no esta aca
4845,11/14/2022,15:18:46,Jeibito,"ES SOLO PARA PASAR PRESU DEJAME ACÁ"
4847,11/14/2022,13:37:55,nico,"presupuestar cambio de panta funciona todo ok el face id no lo puedo probar porq tiene dos caras registradas pero creo q funciona bien"
4847,11/14/2022,13:42:3,Jeibito,PROBAR FACE ID
4847,11/14/2022,14:2:4,nico,"funciona ok le borre su cara lo va a tener q volver a configurar"
4847,11/14/2022,17:21:49,Jeibito,PERANDO RTA
4853,11/18/2022,10:42:34,lolo,"hay que calentar el gpu se la dejamos al jefe"
4853,11/18/2022,22:42:2,Señor Rafa,CPU recalentado exitosamente. Cerrar y probar.
4853,11/28/2022,14:51:40,lolo,"lo que está mal es la pantalla y ahora no prende después de la calentada se lo paso al jefe a ver que hacemmos ya está cerrada creo que la entregamos como irreparable"
4853,11/28/2022,16:13:10,Señor Rafa,"La entregamos como irreparable no la va a pasar a buscar nunca. Pero tengamoslá a mano para probar nuevamente la pantalla en otro equipo o este equipo con otra pantalla."
4853,11/29/2022,12:19:45,lolo,ya está cerrada avisar al cliente y cerrar la orden
4858,11/17/2022,10:14:27,lolo,"hay que intentar hacerle un VRAM reset sino sale es un problema del GPU"
4858,11/17/2022,14:37:29,lolo,"ya se le hizo el PRAM reset no sale ni a palazos"
4858,11/17/2022,14:39:38,lolo,hay una opción que según el jefe a una comptuadora ssuya le funciono que fue microsoldadura en el GPU pero yo creo que falla esa reparación. Presupuestar $39.900
4858,11/18/2022,10:53:25,Jeibito,Esperando respuesta
4858,11/18/2022,14:47:49,Jeibito,Pregunta si le quedaría RE BIEN la máquina y si tenemos interés en comprarla. COTIZAR.
4858,11/18/2022,15:11:44,lolo,"No no le quedaría re bien es una computadora muy antigua seguramente tenga disco HDD y poca RAM nosostros la podemos pagar por $5k para repuestos pero ya vienen pocas computadoras de ese modelo"
4858,11/18/2022,15:12:13,lolo,Esperemos que no la pase a buscar nunca y nos quedé para el incu
4858,11/18/2022,16:8:35,Jeibito,Esperando respuesta
4870,11/16/2022,10:56:18,Señor Rafa,"Vinieron mal los repuestos y estamos sin stock para reemplazarlo ahora. Vamos a tener que esperar a que lleguen de china. Se le puede devolver el dinero o que espere a que lleguen los repuestos nuevos. (suspendemos cambio de vidrio de apple watch hasta que lleguen repuestos de china)."
4870,11/16/2022,12:58:29,Jeibito,y el tema del enlace?
4870,11/16/2022,14:49:50,lolo,"averiguar que pasó con el tema del enlace nosotros lo entregamos prendido lo restauró y no le activó más o como fue la situación??"
4870,11/16/2022,14:50:16,lolo,los series 3 tienen el problema del enlace que todavía no sabemos que es
4870,11/16/2022,15:10:43,Jeibito,PERANDO RTA
4870,11/22/2022,10:8:3,Señor Rafa,"En qué quedó esto? El cliente lo desvinculó? Apple tiene un problema con los apple watch serie 3 y no permite enlazarlos tenemos varios en la misma situación."
4870,11/22/2022,10:25:59,ENTREGAR,"Dice que no lo restauró ni nada. Intó enlazar y no le dejaba. Se prendía todo el tiempo la pantalla diciendo ""demasiados intentos fallidos"""
4870,11/23/2022,11:29:51,Señor Rafa,"Apple dejó hace unos días de dar soporte a los Apple Watch serie 3 si no está enlazado no se puede enlazar en otras palabras Apple decidió que son obsoletos. Estamos viendo si existe forma de ""puentear"" la activación de apple para que vuelva a ser funcional."
4870,11/23/2022,11:51:17,ENTREGAR,"cliente avisado! dice que espera no tiene apuro"
4870,12/15/2022,14:45:9,Jeibito,NECESITO RESPUESTA
4863,11/16/2022,9:33:40,lolo,"está re contra mal pasado el precio se lo paso al jefe para que compre el repuesto o te cambie la cotización y después vemos. Ese precio tenog entendido que es cuando le FUNCIONA el tactil el cual no es el caso entonces pasa a ser cambio de vidrio con tactil"
4863,11/16/2022,10:59:10,Señor Rafa,"Idem otro apple watch. No hay stock del repuesto vamos a traerlo de china. 15/20 días de demora."
4863,11/16/2022,14:41:37,Jeibito,SOLO EL VIDRIO SALE 25K...SI HAY QUE SUMARLE EL TACTIL DIJO RAFA DE SUBIRLE 3K
4863,11/16/2022,14:41:42,Jeibito,SALE 28K
4863,11/16/2022,14:42:2,Jeibito,HACER
4863,11/16/2022,14:48:35,lolo,"buen MacPower son ustedes avisar el tiempo de demora"
4863,11/18/2022,10:57:27,Jeibito,Esperando repuestos. Cliente avisado
4875,11/16/2022,11:50:49,Marce Scana,cambio la bateria en otro servicio
4875,11/17/2022,11:38:43,Marce Scana,cambio de bate nomas
4880,11/17/2022,12:24:27,lolo,"está en catalina podemos actualizar su sistema operativo a monterrey?"
4880,11/17/2022,15:44:18,Jeibito,Esperando respuesta.
4880,11/17/2022,15:50:58,Jeibito,"Dice que ya la actualizó el sistema operativo a Monterrey y la máquina le andaba lento que la dejó en Catalina porque sabe que le funciona bien. Y que la falla del bluetooth la tuvo en ese sistema operativo tambien."
4880,11/18/2022,12:17:55,lolo,presupuestar cambio de modulo wifi/bluetooth (están juntos) + limpieza completa $35.000
4880,11/18/2022,12:18:20,lolo,"lo probé con otro modulo y reconoce dispositivos bluetooth con el suyo no funcionaba"
